src,dst
300000001,1200003733
300000001,1200004646
300000001,1200004745
300000002,1200002128
300000002,1200003219
300000003,1200001881
300000003,1200001882
300000004,1200000782
300000004,1200003597
300000004,1200003598
300000004,1200003599
300000004,1200004470
300000004,1200004505
300000004,1200004506
300000004,1200004635
300000004,1200004636
300000004,1200004637
300000004,1200004638
300000005,1200000552
300000005,1200002824
300000005,1200002825
300000005,1200002826
300000005,1200002827
300000005,1200004311
300000005,1200004367
300000005,1200004368
300000005,1200004369
300000005,1200004370
300000006,1200000982
300000006,1200000983
300000006,1200001022
300000006,1200001226
300000006,1200004342
300000006,1200004343
300000007,1200004363
300000007,1200004364
300000007,1200004365
300000008,1200000068
300000008,1200000069
300000008,1200000070
300000008,1200000071
300000008,1200003006
300000008,1200003418
300000008,1200003946
300000008,1200003947
300000008,1200003948
300000008,1200003949
300000008,1200004770
300000008,1200004771
300000008,1200004772
300000009,1200004766
300000010,1200001976
300000010,1200002075
300000010,1200002242
300000010,1200002904
300000010,1200002905
300000010,1200002906
300000010,1200002907
300000010,1200003964
300000010,1200003965
300000011,1200003595
300000011,1200003596
300000011,1200003945
300000011,1200004696
300000012,1200003894
300000012,1200003895
300000013,1200002201
300000013,1200002202
300000013,1200003444
300000013,1200003445
300000014,1200000776
300000014,1200000777
300000014,1200002258
300000014,1200002259
300000014,1200002303
300000014,1200002304
300000014,1200003167
300000014,1200003168
300000014,1200003612
300000014,1200003613
300000015,1200000308
300000015,1200000328
300000015,1200000329
300000015,1200000330
300000015,1200000806
300000015,1200000807
300000016,1200003365
300000016,1200003366
300000016,1200003367
300000016,1200003368
300000016,1200003649
300000016,1200003650
300000016,1200003812
300000017,1200002510
300000017,1200002511
300000017,1200002512
300000018,1200001432
300000018,1200002616
300000018,1200002617
300000018,1200002618
300000019,1200001157
300000019,1200001158
300000019,1200001159
300000019,1200004220
300000020,1200001007
300000020,1200001008
300000020,1200002040
300000020,1200002041
300000020,1200003309
300000020,1200003310
300000020,1200004373
300000021,1200001973
300000021,1200001974
300000021,1200001975
300000021,1200003507
300000022,1200003745
300000022,1200003746
300000022,1200003747
300000023,1200001301
300000023,1200001302
300000023,1200001303
300000023,1200001304
300000023,1200002861
300000023,1200002917
300000023,1200004064
300000023,1200004065
300000023,1200004066
300000023,1200004067
300000024,1200000809
300000024,1200001742
300000024,1200001766
300000024,1200001767
300000024,1200003301
300000024,1200003302
300000026,1200004036
300000026,1200004037
300000026,1200004394
300000026,1200004395
300000026,1200004396
300000027,1200001758
300000027,1200001759
300000027,1200003768
300000028,1200002583
300000028,1200002584
300000028,1200004089
300000028,1200004902
300000029,1200000937
300000029,1200001420
300000029,1200003190
300000029,1200003191
300000029,1200004432
300000029,1200004433
300000029,1200004434
300000029,1200004435
300000030,1200002653
300000030,1200002654
300000030,1200002655
300000030,1200002656
300000030,1200004013
300000030,1200004014
300000030,1200004091
300000030,1200004092
300000030,1200004093
300000030,1200004663
300000031,1200000896
300000031,1200001474
300000031,1200003469
300000032,1200000683
300000032,1200000684
300000032,1200000685
300000032,1200000686
300000032,1200002683
300000032,1200002862
300000032,1200002863
300000032,1200002864
300000033,1200001863
300000033,1200001864
300000033,1200001939
300000033,1200003326
300000033,1200003386
300000033,1200003387
300000033,1200003388
300000033,1200003389
300000033,1200004648
300000033,1200004649
300000033,1200004650
300000034,1200000288
300000034,1200000289
300000034,1200000290
300000034,1200004188
300000035,1200004918
300000035,1200004919
300000036,1200001381
300000036,1200001382
300000036,1200001383
300000036,1200001647
300000036,1200002152
300000036,1200003591
300000036,1200003592
300000036,1200003593
300000036,1200003594
300000036,1200003605
300000036,1200003606
300000036,1200003607
300000036,1200004297
300000037,1200000159
300000038,1200000618
300000038,1200000763
300000038,1200000764
300000038,1200002138
300000038,1200002473
300000038,1200004179
300000038,1200004180
300000039,1200004138
300000040,1200001808
300000040,1200003589
300000040,1200003590
300000040,1200003951
300000040,1200003952
300000040,1200003953
300000041,1200001715
300000041,1200002777
300000041,1200003873
300000041,1200003874
300000041,1200003875
300000042,1200000778
300000042,1200000779
300000042,1200000780
300000043,1200002614
300000043,1200002615
300000043,1200003438
300000044,1200000612
300000044,1200000613
300000044,1200000614
300000044,1200000615
300000045,1200003296
300000045,1200004603
300000046,1200001176
300000046,1200001177
300000046,1200001525
300000046,1200002232
300000046,1200002233
300000046,1200002234
300000046,1200004175
300000046,1200004176
300000046,1200004177
300000046,1200004178
300000047,1200002190
300000047,1200004499
300000047,1200004500
300000047,1200004532
300000047,1200004533
300000048,1200001446
300000048,1200001447
300000048,1200002254
300000048,1200002255
300000048,1200002256
300000049,1200001828
300000049,1200001829
300000049,1200001830
300000049,1200002355
300000049,1200002356
300000049,1200002357
300000049,1200002358
300000050,1200001626
300000051,1200001508
300000051,1200001509
300000051,1200001510
300000052,1200000652
300000052,1200004254
300000052,1200004255
300000052,1200004256
300000053,1200001739
300000053,1200001740
300000053,1200001741
300000053,1200002017
300000054,1200001259
300000054,1200001260
300000054,1200002007
300000054,1200002470
300000054,1200002471
300000054,1200002472
300000054,1200002941
300000054,1200002942
300000054,1200003941
300000055,1200002314
300000055,1200003816
300000055,1200003817
300000056,1200000743
300000056,1200002243
300000056,1200002244
300000056,1200002245
300000056,1200002246
300000056,1200002247
300000056,1200004028
300000056,1200004242
300000056,1200004243
300000056,1200004244
300000057,1200004318
300000057,1200004319
300000058,1200002162
300000058,1200002163
300000058,1200002691
300000058,1200002692
300000058,1200002897
300000058,1200004896
300000059,1200001780
300000059,1200003039
300000059,1200003040
300000059,1200003041
300000059,1200003042
300000059,1200003807
300000060,1200000512
300000060,1200000513
300000060,1200000514
300000060,1200003111
300000060,1200003385
300000060,1200004493
300000061,1200000412
300000061,1200002561
300000061,1200002613
300000061,1200003562
300000061,1200003563
300000062,1200000413
300000062,1200000414
300000062,1200000415
300000062,1200001218
300000062,1200001296
300000062,1200004087
300000062,1200004088
300000062,1200004704
300000063,1200000219
300000063,1200000220
300000063,1200003992
300000064,1200000391
300000064,1200000392
300000064,1200001336
300000064,1200001337
300000064,1200001511
300000064,1200001623
300000064,1200001624
300000064,1200002622
300000064,1200002623
300000064,1200002715
300000064,1200002716
300000064,1200002982
300000064,1200002983
300000064,1200002984
300000065,1200000889
300000065,1200001023
300000065,1200001721
300000065,1200001722
300000065,1200001723
300000065,1200002387
300000065,1200002636
300000065,1200002637
300000065,1200003105
300000066,1200000225
300000066,1200003353
300000066,1200003354
300000066,1200003493
300000066,1200003673
300000067,1200000119
300000067,1200000120
300000067,1200004758
300000067,1200004759
300000069,1200000553
300000069,1200000554
300000069,1200000555
300000069,1200000556
300000069,1200002786
300000069,1200003579
300000069,1200004253
300000070,1200000450
300000070,1200000451
300000070,1200000452
300000070,1200000453
300000070,1200003298
300000070,1200003299
300000070,1200003300
300000071,1200000073
300000071,1200004414
300000071,1200004415
300000071,1200004416
300000071,1200004417
300000071,1200004418
300000071,1200004599
300000071,1200004600
300000071,1200004601
300000072,1200001170
300000072,1200001171
300000072,1200001172
300000072,1200002056
300000072,1200002057
300000072,1200002058
300000072,1200002059
300000073,1200000109
300000073,1200000110
300000073,1200000111
300000073,1200000112
300000073,1200003376
300000074,1200000052
300000074,1200000053
300000074,1200001459
300000074,1200002420
300000075,1200003182
300000075,1200003183
300000076,1200003061
300000076,1200003062
300000077,1200001574
300000077,1200001932
300000077,1200001933
300000077,1200003126
300000077,1200003127
300000077,1200003724
300000078,1200001273
300000078,1200002035
300000079,1200000280
300000079,1200000281
300000079,1200000282
300000079,1200001521
300000079,1200003464
300000080,1200002448
300000080,1200004558
300000080,1200004806
300000081,1200003799
300000081,1200004446
300000081,1200004447
300000081,1200004448
300000081,1200004449
300000082,1200000043
300000082,1200000044
300000082,1200000045
300000082,1200001762
300000082,1200001763
300000082,1200001764
300000082,1200003356
300000082,1200003357
300000082,1200004585
300000082,1200004586
300000083,1200000578
300000083,1200002373
300000083,1200002374
300000085,1200002804
300000085,1200003924
300000086,1200000168
